Nom, Kingdom, Division
Schisandra, Plantae, Angiosperms
Saccharicoccus, Bacteria
Muntingia, Plantae, Angiosperms
Geotrygon, Animalia, Chordata
Hyacinthus, Plantae, Angiosperms
Rhodymenia, Protista
Myrianida, Animalia, Annelida
Chlorophyllum, Fungi, Basidiomycota
Axis, Animalia, Chordata
Plantago, Plantae, Angiosperms
Chlorostilbon, Animalia, Chordata
Cistanche, Plantae, Angiosperms
Rorippa, Plantae, Angiosperms
Lagodon, Animalia, Chordata
Cryptopsaras, Animalia, Chordata
Sinopodophyllum, Plantae, Angiosperms
Caenorhabditis, Animalia, Nematoda
Griffithsia, Protista
Nyctibates, Animalia, Arthropoda
Zizania, Plantae, Angiosperms
Palomena, Animalia, Arthropoda
Pterois, Animalia, Chordata
Coniophanes, Animalia, Chordata
Vampyrum, Animalia, Chordata
Sargassum, Protista
Dermestes, Animalia, Arthropoda
Zeuxapta, Animalia, Chordata
Pleurophorus, Animalia, Chordata
Andinoacara, Animalia, Chordata
Kiwa, Animalia, Arthropoda
Leptonychotes, Animalia, Chordata
Unedogemmula, Animalia, Chordata
Luetkenotyphlus, Animalia, Chordata
Acanthiza, Animalia, Chordata
Tilia, Plantae, Angiosperms
Pleione, Plantae, Angiosperms
Tyrannosaurus, Animalia, Chordata
Malawimonas, Protista
Draparnaldia, Protista
Tetraphalerus, Animalia, Arthropoda
Argyroneta, Animalia, Arthropoda
Haliaeetus, Animalia, Chordata
Aspidomorphus, Animalia, Chordata
Daboecia, Plantae, Angiosperms
Perilla, Plantae, Angiosperms
Myrtales, Plantae, Angiosperms
Opisthoproctus, Animalia, Chordata
Teredo, Animalia, Mollusca
Sclerobunus, Animalia, Arthropoda
Melithaea, Animalia, Cnidaria
Epigonus, Animalia, Chordata
Grammomys, Animalia, Chordata
Agarum, Protista
Elassoma, Animalia, Chordata
Batrachoididae, Animalia, Chordata
Diporeia, Animalia, Arthropoda
Dialeurodes, Animalia, Arthropoda
Panthea, Animalia, Arthropoda
Ophisaurus, Animalia, Chordata
Graphoderus, Animalia, Arthropoda
Lycopodium, Plantae, Lycopodiophyta
Rhinopomastus, Animalia, Chordata
Leea, Plantae, Angiosperms
Ichthyomyzon, Animalia, Chordata
Agriotes, Animalia, Arthropoda
Viscum, Plantae, Angiosperms
Spyridia, Protista
Brassavola, Plantae, Angiosperms
Meyerozyma, Fungi, Ascomycota
Kalmiopsis, Plantae, Angiosperms
Mannophryne, Animalia, Chordata
Pholiota, Fungi, Basidiomycota
Echinus, Animalia, Echinodermata
Seriola, Animalia, Chordata
Washingtonia, Plantae, Angiosperms
Rhinatrema, Animalia, Chordata
Diopsoidea, Animalia, Arthropoda
Chlamys, Animalia, Mollusca
Leptotila, Animalia, Chordata
Poroderma, Animalia, Chordata
Atlantoraja, Animalia, Chordata
Chaenactis, Plantae, Angiosperms
Sitophilus, Animalia, Arthropoda
Malus, Plantae, Angiosperms
Chrysochloris, Animalia, Chordata
Dystacta, Animalia, Arthropoda
Myxocyprinus, Animalia, Chordata
Chondrichthyes, Animalia, Chordata
Garrya, Plantae, Angiosperms
Barytettix, Animalia, Arthropoda
Everettia, Animalia, Chordata
Aricia, Animalia, Arthropoda
Pixibinthus, Animalia, Arthropoda
Bos, Animalia, Chordata
Xizicus, Animalia, Arthropoda
Alphitobius, Animalia, Arthropoda
Pyricularia, Fungi, Ascomycota
Phrynosoma, Animalia, Chordata
Argynnis, Animalia, Arthropoda
Lophiomus, Animalia, Chordata
Diplodontias, Animalia, Mollusca
Plectroglyphidodon, Animalia, Chordata
Supella, Animalia, Arthropoda
Elanoides, Animalia, Chordata
Capnoides, Animalia, Arthropoda
Salangichthys, Animalia, Chordata
Adalia, Animalia, Arthropoda
Zonotrichia, Animalia, Chordata
Ptilonorhynchus, Animalia, Chordata
Liberiictis, Animalia, Chordata
Liatris, Plantae, Angiosperms
Miarus, Animalia, Arthropoda
Sarpa, Animalia, Chordata
Oreothlypis, Animalia, Chordata
Hylocomium, Plantae, Bryophytes
Conidae, Animalia, Mollusca
Hebeloma, Fungi, Basidiomycota
Neochen, Animalia, Chordata
Galaxias, Animalia, Chordata
Eresus, Animalia, Arthropoda
Asplenium, Plantae, Pteridophyta
Baudoinia, Fungi, Ascomycota
Perina, Animalia, Chordata
Liocheles, Animalia, Arthropoda
Bathyteuthis, Animalia, Mollusca
Astacus, Animalia, Arthropoda
Brachylophosaurus, Animalia, Chordata
Causus, Animalia, Chordata
Crucihimalaya, Plantae, Angiosperms
Preussia, Fungi, Ascomycota
Floerkea, Plantae, Angiosperms
Helmitheros, Animalia, Chordata
Setaria, Plantae, Angiosperms
Cacajao, Animalia, Chordata
Rousettus, Animalia, Chordata
Gmelina, Plantae, Angiosperms
Calyptophilus, Animalia, Chordata
Tilesia, Plantae, Angiosperms
Litchi, Plantae, Angiosperms
Leiothlypis, Animalia, Chordata
Hydrangea, Plantae, Angiosperms
Leptonycteris, Animalia, Chordata
Necrophila, Animalia, Arthropoda
Akkesiphycus, Animalia, Chordata
Toona, Plantae, Angiosperms
Damithrax, Animalia, Arthropoda
Lepomis, Animalia, Chordata
Stenoplax, Animalia, Mollusca
Thlaspi, Plantae, Angiosperms
Pieris, Animalia, Arthropoda
Keckiella, Plantae, Angiosperms
Chlorogalum, Plantae, Angiosperms
Venegasia, Plantae, Angiosperms
Neogalerucella, Animalia, Arthropoda
Cyrtanthus, Plantae, Angiosperms
Myonycteris, Animalia, Chordata
Agriosphodrus, Animalia, Arthropoda
Aerodramus, Animalia, Chordata
Poecilocoris, Animalia, Arthropoda
Muricea, Animalia, Cnidaria
Polyommatus, Animalia, Arthropoda
Megadontomys, Animalia, Chordata
Segestria, Animalia, Arthropoda
Hymenostomatida, Animalia, Ciliophora
Boreus, Animalia, Arthropoda
Equus, Animalia, Chordata
Fulmarus, Animalia, Chordata
Origanum, Plantae, Angiosperms
Sasia, Animalia, Arthropoda
Chondrohierax, Animalia, Chordata
Boana, Animalia, Chordata
Calyptranthes, Plantae, Angiosperms
Melanotaenia, Animalia, Chordata
Odobenus, Animalia, Chordata
Missulena, Animalia, Arthropoda
Lobactis, Animalia, Chordata
Plakortis, Animalia, Porifera
Actias, Animalia, Arthropoda
Oidium, Fungi, Ascomycota
Solea, Animalia, Chordata
Scaphechinus, Animalia, Echinodermata
Lota, Animalia, Chordata
Capitulum, Animalia, Arthropoda
Tabanus, Animalia, Arthropoda
Rumina, Animalia, Mollusca
Athyma, Animalia, Arthropoda
Cerastoderma, Animalia, Mollusca
Nereis, Animalia, Annelida
Blechnopsis, Plantae, Pteridophyta
Lobularia, Plantae, Angiosperms
Doryichthys, Animalia, Chordata
Iridona, Animalia, Chordata
Topsentia, Animalia, Porifera
Xanthichthys, Animalia, Chordata
Agrilus, Animalia, Arthropoda
Orobanche, Plantae, Angiosperms
Exsertotheca, Animalia, Arthropoda
Necrobia, Animalia, Arthropoda
Scadoxus, Plantae, Angiosperms
Oligoryzomys, Animalia, Chordata
Petromyzontidae, Animalia, Chordata
Sicarius, Animalia, Arthropoda
Coccyzus, Animalia, Chordata
Bullia, Animalia, Mollusca
Kalmanozyma, Fungi, Ascomycota
Pipile, Animalia, Chordata
Brachyglene, Animalia, Arthrop
Amblycirrhitus, Animalia, Chordata
Gymnocladus, Plantae, Angiosperms
Asimitellaria, Animalia, Arthropoda
Emericella, Fungi, Ascomycota
Erignathus, Animalia, Chordata
Peromyscus, Animalia, Chordata
Hippospongia, Animalia, Porifera
Crotophaga, Animalia, Chordata
Pediastrum, Plantae, Chlorophyta
Harpactes, Animalia, Chordata
Antidorcas, Animalia, Chordata
Tetragonotheca, Plantae, Angiosperms
Acarapis, Animalia, Arthropoda
Canella, Plantae, Angiosperms
Eptatretus, Animalia, Chordata
Simenchelys, Animalia, Chordata
Micromonas, Eukaryota, Chlorophyta
Melozone, Animalia, Chordata
Turdus, Animalia, Chordata
Antrophyum, Plantae, Pteridophyta
Pyganodon, Animalia, Mollusca
Dileptus, Eukaryota, Excavata
Trachyrhamphus, Animalia, Chordata
Ampelopsis, Plantae, Angiosperms
Pellenes, Animalia, Arthropoda
Potamotrygonocotyle, Animalia, Platyhelminthes
Lycaena, Animalia, Arthropoda
Tantilla, Animalia, Chordata
Empria, Animalia, Arthropoda
Ampelophaga, Animalia, Arthropoda
Timon, Animalia, Chordata
Cereopsis, Animalia, Chordata
Deropegus, Animalia, Arthropoda
Hydroprogne, Animalia, Chordata
Emoia, Animalia, Chordata
Sciurus, Animalia, Chordata
Oregus, Animalia, Chordata
Cathartes, Animalia, Chordata
Allosyncarpia, Plantae, Angiosperms
Meridiastra, Animalia, Echinodermata
Euphilotes, Animalia, Arthropoda
Caluromysiops, Animalia, Chordata
Pyxicephalus, Animalia, Chordata
Besnoitia, Protista, Apicomplexa
Nyctinomops, Animalia, Chordata
Oreocryptophis, Animalia, Chordata
Lobelia, Plantae, Angiosperms
Sylvia, Animalia, Chordata
Apolygus, Animalia, Arthropoda
Chrysochus, Animalia, Arthropoda
Litomosoides, Animalia, Nematoda
Paraponera, Animalia, Arthropoda
Paguristes, Animalia, Arthropoda
Hippotragus, Animalia, Chordata
Copidosoma, Animalia, Arthropoda
Rhizomucor, Fungi, Zygomycota
Tragopan, Animalia, Chordata
Stipellula, Animalia, Arthropoda
Wiesneria, Plantae, Angiosperms
Hirtodrosophila, Animalia, Arthropoda
Ranoidea, Animalia, Chordata
Dipodascus, Fungi, Ascomycota
Nephotettix, Animalia, Arthropoda
Marsilea, Plantae, Pteridophyta
Alvaradoa, Plantae, Angiosperms
Davidiella, Fungi, Ascomycota
Catocala, Animalia, Arthropoda
Polypremum, Plantae, Angiosperms
Plectranthus, Plantae, Angiosperms
Opuntiella, Plantae, Angiosperms
Sciuridae, Animalia, Chordata
Orthorhyncus, Animalia, Chordata
Hermetia, Animalia, Arthropoda
Martynia, Plantae, Angiosperms
Sarcopeltis, Animalia, Chordata
Chordaria, Plantae, Phaeophyceae
Megophrys, Animalia, Chordata
Xantho, Animalia, Arthropoda
Poales, Plantae, Angiosperms
Ifremeria, Animalia, Chordata
Glyphodes, Animalia, Arthropoda
Cryptosporidium, Protista, Apicomplexa
Fomitiporia, Fungi, Basidiomycota
Thysanoplusia, Animalia, Arthropoda
Stipa, Plantae, Angiosperms
Pan, Animalia, Chordata
Scolia, Animalia, Arthropoda
Automeris, Animalia, Arthropoda
Bodo, Protista, Euglenozoa
Ctenophorus, Animalia, Chordata
Antidesma, Plantae, Angiosperms
Thomomys, Animalia, Chordata
Byblis, Plantae, Angiosperms
Acrosternum, Animalia, Arthropoda
Acronychia, Plantae, Angiosperms
Catomerus, Animalia, Arthropoda
Zingiber, Plantae, Angiosperms
Cantharidus, Animalia, Mollusca
Pelobates, Animalia, Chordata
Tolypeutes, Animalia, Chordata
Pardosa, Animalia, Arthropoda
Melanitta, Animalia, Chordata
Orphnaecus, Animalia, Arthropoda
Enterolobium, Plantae, Angiosperms
Dendragapus, Animalia, Chordata
Microcotyle, Animalia, Platyhelminthes
Duringlanis, Animalia, Arthropoda
Cheiropleuria, Plantae, Pteridophyta
Reithrodon, Animalia, Chordata
Acanthodoris, Animalia, Mollusca
Collomia, Plantae, Angiosperms
Betula, Plantae, Angiosperms
Oxydromus, Animalia, Chordata
Cipangopaludina, Animalia, Mollusca
Exidia, Fungi, Basidiomycota
Sillago, Animalia, Chordata
Ethmostigmus, Animalia, Arthropoda
Salarias, Animalia, Chordata
Nuttallanthus, Plantae, Angiosperms
Bagrus, Animalia, Chordata
Demetrias, Animalia, Arthropoda
Hyophorbe, Plantae, Angiosperms
Saimiri, Animalia, Chordata
Heliangelus, Animalia, Chordata
Bagarius, Animalia, Chordata
Gentianales, Plantae, Angiosperms
Chlosyne, Animalia, Arthropoda
Delphinium, Plantae, Angiosperms
Sium, Plantae, Angiosperms
Scenedesmus, Protista, Chlorophyta
Polybetes, Animalia, Arthropoda
Sesuvium, Plantae, Angiosperms
Pampus, Animalia, Chordata
Hyphantrophaga, Animalia, Arthropoda
Podocarpus, Plantae, Gymnosperms
Urotrichus, Animalia, Chordata
Psychoda, Animalia, Arthropoda
Piloderma, Fungi, Basidiomycota
Sardina, Animalia, Chordata
Castanea, Plantae, Angiosperms
Cochlearius, Animalia, Chordata
Delphinus, Animalia, Chordata
Argyroxiphium, Plantae, Angiosperms
Hemichloris, Animalia, Chordata
Eurypanopeus, Animalia, Arthropoda
Pandorea, Plantae, Angiosperms
Physiculus, Animalia, Chordata
Cypella, Plantae, Angiosperms
Coracias, Animalia, Chordata
Chilomys, Animalia, Chordata
Parachromis, Animalia, Chordata
Carlia, Animalia, Chordata
Cricetus, Animalia, Chordata
Trypanosomatidae, Protista, Kinetoplastida
Cromileptes, Animalia, Chordata
Ecsenius, Animalia, Chordata
Gnorimopsar, Animalia, Chordata
Cairina, Animalia, Chordata
Cerithidea, Animalia, Mollusca
Heteronympha, Animalia, Arthropoda
Trypanosomatidae, Protista, Kinetoplastida
Cromileptes, Animalia, Chordata
Ecsenius, Animalia, Chordata
Gnorimopsar, Animalia, Chordata
Cairina, Animalia, Chordata
Cerithidea, Animalia, Mollusca
Heteronympha, Animalia, Arthropoda
Pyrrhula, Animalia, Chordata
Dendrophylax, Plantae, Orchidaceae
Smittium, Fungi, Ascomycota
Pseudoscada, Animalia, Arthropoda
Ammothea, Animalia, Arthropoda
Oena, Animalia, Chordata
Melitara, Animalia, Arthropoda
Oryctolagus, Animalia, Chordata
Oplophorus, Animalia, Arthropoda
Otobius, Animalia, Arthropoda
Burmoniscus, Animalia, Arthropoda
Hydrilla, Plantae, Angiosperms
Appalachioria, Animalia, Arthropoda
Anagrapha, Animalia, Arthropoda
Dolichovespula, Animalia, Arthropoda
Arthurdendyus, Animalia, Platyhelminthes
Dolabella, Animalia, Mollusca
Squalidus, Animalia, Chordata
Octopoteuthis, Animalia, Mollusca
Umbonia, Animalia, Arthropoda
Centromochlus, Animalia, Chordata
Spilarctia, Animalia, Arthropoda
Architeuthis, Animalia, Mollusca
Macgregoria, Animalia, Chordata
Melanogrammus, Animalia, Chordata
Kali, Plantae, Angiosperms
Ceratophysella, Animalia, Arthropoda
Ericerus, Animalia, Arthropoda
Oxybasis, Plantae, Angiosperms
Scenopoeetes, Animalia, Arthropoda
Gnetum, Plantae, Angiosperms
Armillaria, Fungi, Basidiomycota
Hemiscorpius, Animalia, Arthropoda
Omphalotus, Fungi, Basidiomycota
Tripsacum, Plantae, Angiosperms
Malania, Plantae, Angiosperms
LeiopOtherapon, Animalia, Chordata
Balistes, Animalia, Chordata
Moneilema, Animalia, Arthropoda
Pogonomyrmex, Animalia, Arthropoda
Uniophora, Animalia, Mollusca
Paubrasilia, Plantae, Angiosperms
Gloriosa, Plantae, Angiosperms
Pyuridae, Animalia, Chordata
Rhinopoma, Animalia, Chordata
Taeniopoda, Animalia, Arthropoda
Holbrookia, Animalia, Chordata
Komagataella, Fungi, Ascomycota
Neodiprion, Animalia, Arthropoda
Nycticeius, Animalia, Chordata
Cyrtomium, Plantae, Pteridophyta
Mogurnda, Animalia, Chordata
Wilkesia, Plantae, Angiosperms
Dasyprocta, Animalia, Chordata
Aptenodytes, Animalia, Chordata
Lachnanthes, Plantae, Angiosperms
Pseudotremia, Animalia, Arthropoda
Leipoa, Animalia, Chordata
Hymenolepis, Animalia, Platyhelminthes
Phascolopsis, Animalia, Chordata
Colius, Animalia, Chordata
Haslea, Plantae, Bacillariophyta
Idiosepius, Animalia, Mollusca
Broughtonia, Plantae, Angiosperms
Dopasia, Animalia, Arthropoda
Ramphastos, Animalia, Chordata
Oyedaea, Plantae, Angiosperms
Carios, Animalia, Arthropoda
Herpolitha, Animalia, Cnidaria
Tragulus, Animalia, Chordata
Ileodictyon, Fungi, Basidiomycota
Coccus, Animalia, Arthropoda
Eacles, Animalia, Arthropoda
Perca, Animalia, Chordata
Hydropotes, Animalia, Chordata
Hetaerina, Animalia, Arthropoda
Tremellomycetes, Fungi, Basidiomycota
Sphaerotheca, Fungi, Ascomycota
Monopterus, Animalia, Chordata
Amphisbaena, Animalia, Reptilia
Acalypha, Plantae, Angiosperms
Atergatis, Animalia, Arthropoda
Micranthes, Plantae, Angiosperms
Celatoblatta, Animalia, Arthropoda
Lachesana, Animalia, Arthropoda
Konosirus, Animalia, Chordata
Actophilornis, Animalia, Chordata
Scaptonyx, Animalia, Chordata
Klebsormidium, Plantae, Chlorophyta
Bryonia, Plantae, Angiosperms
Leucomphalos, Animalia, Chordata
Solaster, Animalia, Echinodermata
Cis, Animalia, Arthropoda
Hydatigena, Animalia, Platyhelminthes
Ptilostomus, Animalia, Chordata
Limnoria, Animalia, Arthropoda
Phyllanthus, Plantae, Angiosperms
Vitex, Plantae, Angiosperms
Limulus, Animalia, Chelicerata
Antigonon, Plantae, Angiosperms
Sarda, Animalia, Chordata
Gazella, Animalia, Chordata
Diadophis, Animalia, Chordata
Pavoraja, Animalia, Chordata
Spermatophyta, Plantae, Angiosperms
Neophascogale, Animalia, Chordata
Gelsemium, Plantae, Angiosperms
Callophrys, Animalia, Arthropoda
Paecilomyces, Fungi, Ascomycota
Megaloceros, Animalia, Chordata
Cryptorchestia, Animalia, Arthropoda
Rosmarinus, Plantae, Angiosperms
Aulogymnus, Animalia, Arthropoda
Illawarra, Animalia, Arthropoda
Furnariidae, Animalia, Chordata
Conasprella, Animalia, Mollusca
Ceratonova, Protista, Apicomplexa
Dioscorea, Plantae, Angiosperms
Torreya, Plantae, Gymnosperms
Nannacara, Animalia, Chordata
Pomarea, Animalia, Chordata
Tetraselmis, Plantae, Chlorophyta
Babesia, Protista, Apicomplexa
Convallaria, Plantae, Angiosperms
Chaetodipus, Animalia, Chordata
Zenopontonia, Animalia, Arthropoda
Paraleonnates, Animalia, Chordata
Heliophobius, Animalia, Chordata
Melolontha, Animalia, Arthropoda
Philantomba, Animalia, Chordata
Stenopelmatus, Animalia, Arthropoda
Eleginus, Animalia, Chordata
Mixophyes, Animalia, Chordata
Acentrogobius, Animalia, Chordata
Bahaba, Animalia, Chordata
Thermonectus, Animalia, Arthropoda
Dendropsophus, Animalia, Chordata
Chironomus, Animalia, Arthropoda
Arabitragus, Animalia, Chordata
Spergularia, Plantae, Angiosperms
Otonycteris, Animalia, Chordata
Pachypsylla, Animalia, Arthropoda
Leskea, Plantae, Bryophyta
Delairea, Plantae, Angiosperms
Asobara, Animalia, Arthropoda
Clitopilus, Fungi, Basidiomycota
Bellendena, Animalia, Chordata
Garrulax, Animalia, Chordata
Chrysops, Animalia, Arthropoda
Glyptapanteles, Animalia, Arthropoda
Pristolepis, Animalia, Chordata
Scarturus, Animalia, Chordata
Brotheas, Animalia, Arthropoda
Cattleya, Plantae, Angiosperms
Gampsocleis, Animalia, Arthropoda
Chiroderma, Animalia, Chordata
Glyptothorax, Animalia, Chordata
Chicoreus, Animalia, Mollusca
Hydrocharis, Plantae, Angiosperms
Trimorphomyces, Fungi, Basidiomycota
Homalodisca, Animalia, Arthropoda
Phytoseiulus, Animalia, Arthropoda
Thrips, Animalia, Arthropoda
Neurotrichus, Animalia, Chordata
Scoliodon, Animalia, Chordata
Darevskia, Animalia, Chordata
Blaps, Animalia, Arthropoda
Exocoetus, Animalia, Chordata
Galeandra, Plantae, Angiosperms
Calocaris, Animalia, Arthropoda
Callinina, Animalia, Arthropoda
Theretra, Animalia, Arthropoda
Heliocheilus, Animalia, Mollusca
Chondrosia, Animalia, Porifera
Gigaspora, Fungi, Glomeromycota
Phestilla, Animalia, Porifera
Allomyces, Fungi, Blastocladiomycota
Argemone, Plantae, Angiosperms
Callirhoe, Plantae, Angiosperms
Evasterias, Animalia, Echinodermata
Geomys, Animalia, Chordata
Pholas, Animalia, Mollusca
Lafontella, Animalia, Arthropoda
Melanthera, Plantae, Angiosperms
Reduvius, Animalia, Arthropoda
Metacrinia, Animalia, Arthropoda
Strongylura, Animalia, Chordata
Veronicastrum, Plantae, Angiosperms
Notiosorex, Animalia, Chordata
Riencourtia, Animalia, Arthropoda
Gigantopelta, Animalia, Mollusca
Caligus, Animalia, Arthropoda
Dufourea, Animalia, Arthropoda
Tyria, Animalia, Arthropoda
Cephalopholis, Animalia, Chordata
Lampropeltis, Animalia, Chordata
Natrix, Animalia, Chordata
Acerodon, Animalia, Chordata
Alcedo, Animalia, Chordata
Lodderomyces, Fungi, Ascomycota
Spirogyra, Plantae, Chlorophyta
Balistoides, Animalia, Chordata
Columba, Animalia, Chordata
Pinguicula, Plantae, Angiosperms
Leptopalaemon, Animalia, Arthropoda
Cheiromeles, Animalia, Chordata
Octodontomys, Animalia, Chordata
Halocaridina, Animalia, Arthropoda
Eubleekeria, Animalia, Chordata
Aristelliger, Animalia, Chordata
Lingulodinium, Protista, Dinoflagellata
Gagea, Plantae, Angiosperms
Protosiphon, Animalia, Porifera
Claytosmunda, Plantae, Filicophyta
Xylophanes, Animalia, Arthropoda
Hirsutella, Fungi, Ascomycota
Apamea, Animalia, Arthropoda
Anthometrina, Animalia, Arthropoda
Scorpio, Animalia, Arthropoda
Saurida, Animalia, Chordata
Cardamine, Plantae, Angiosperms
Galeodea, Animalia, Mollusca
Scarus, Animalia, Chordata
Doratifera, Animalia, Arthropoda
Adelieledone, Animalia, Mollusca
Polyporales, Fungi, Basidiomycota
Coniferiporia, Fungi, Basidiomycota
Oryzorictes, Animalia, Chordata
Hyaloscypha, Fungi, Ascomycota
Panicum, Plantae, Angiosperms
Taraxacum, Plantae, Angiosperms
Neolamprologus, Animalia, Chordata
Ornithoptera, Animalia, Arthropoda
Callizzia, Animalia, Arthropoda
Tripterygium, Plantae, Angiosperms
Glandirana, Animalia, Chordata
Septemserolis, Animalia, Chordata
Decapterus, Animalia, Chordata
Plesiobatis, Animalia, Chordata
Algansea, Animalia, Chordata
Calosilpha, Animalia, Arthropoda
Cucullia, Animalia, Arthropoda
Phaeognathus, Animalia, Chordata
Euphractus, Animalia, Chordata
Pyrsonympha, Protista, Ciliophora
Ceracris, Animalia, Arthropoda
Lanceolaria, Animalia, Mollusca
Megadyptes, Animalia, Chordata
Dudleya, Plantae, Angiosperms
Hultholia, Animalia, Arthropoda
Melanitis, Animalia, Arthropoda
Ailuropoda, Animalia, Chordata
Labrus, Animalia, Chordata
Haematopus, Animalia, Chordata
Pyrrhocorax, Animalia, Chordata
Thermobia, Animalia, Arthropoda
Turbinaria, Animalia, Porifera
Limaria, Animalia, Mollusca
Boccardia, Animalia, Annelida
Centronyx, Animalia, Chordata
Ilyophis, Animalia, Chordata
Haementeria, Animalia, Annelida
Bathymodiolus, Animalia, Mollusca
Morpho, Animalia, Arthropoda
Tectaria, Plantae, Pteridophyta
Erynnis, Animalia, Arthropoda
Arbusculohypopterygium, Plantae, Pteridophyta
Turris, Animalia, Mollusca
Dolicheulota, Animalia, Arthropoda
Haploa, Animalia, Arthropoda
Aeranthes, Plantae, Angiosperms
Citharus, Animalia, Chordata
Leptotyphlops, Animalia, Chordata
Phloeomys, Animalia, Chordata
Photopectoralis, Animalia, Chordata
Metriopelia, Animalia, Chordata
Laniarius, Animalia, Chordata
Barilius, Animalia, Chordata
Petaurus, Animalia, Chordata
Macronycteris, Animalia, Chordata
Hydrurga, Animalia, Chordata
Myodes, Animalia, Chordata
Corvinella, Animalia, Chordata
Astraptes, Animalia, Arthropoda
Lucanus, Animalia, Arthropoda
Macaca, Animalia, Chordata
Trichostrongylus, Animalia, Nematoda
Acmella, Plantae, Angiosperms
Corynespora, Fungi, Ascomycota
Proteromonas, Protista, Zoomastigophora
Gyrodactylus, Animalia, Platyhelminthes
Oryzias, Animalia, Chordata
Monocentris, Animalia, Chordata
Platyprepia, Animalia, Arthropoda
Phacelia, Plantae, Angiosperms
Carausius, Animalia, Arthropoda
Schaefferia, Animalia, Chordata
Solandra, Plantae, Angiosperms
Stochomys, Animalia, Chordata
Danio, Animalia, Chordata
Ceratiola, Plantae, Angiosperms
Trypanosoma, Protista, Zoomastigophora
Gentiana, Plantae, Angiosperms
Lycium, Plantae, Angiosperms
Agonum, Animalia, Arthropoda
Dendrophthora, Plantae, Angiosperms
Colletes, Animalia, Arthropoda
Lampsilis, Animalia, Mollusca
Syntheosciurus, Animalia, Chordata
Culcita, Animalia, Echinodermata
Blastopsylla, Animalia, Arthropoda
Idiopappus, Plantae, Angiosperms
Dasyurus, Animalia, Chordata
Symphodus, Animalia, Chordata
Temnopleurus, Animalia, Echinodermata
Carcinus, Animalia, Arthropoda
Adansonia, Plantae, Angiosperms
Astatotilapia, Animalia, Chordata
Phormium, Plantae, Angiosperms
Hemigrapsus, Animalia, Arthropoda
Amburana, Plantae, Angiosperms
Chelydra, Animalia, Chordata
Platybelone, Animalia, Chordata
Tevnia, Animalia, Chordata
Chelidonium, Plantae, Angiosperms
Eisenia, Animalia, Annelida
Desmana, Animalia, Chordata
Nipponoluciola, Animalia, Chordata
Protomyces, Fungi, Basidiomycota
Melanonus, Animalia, Arthropoda
Tokudaia, Animalia, Chordata
Adelpha, Animalia, Arthropoda
Scleropages, Animalia, Chordata
Epichloe, Fungi, Ascomycota
Dictyostelium, Protista, Dictyostelia
Phaneroglossa, Animalia, Mollusca
Diploprion, Animalia, Chordata
Byasa, Animalia, Arthropoda
Thalassianthus, Animalia, Cnidaria
Oreaster, Animalia, Echinodermata
Anomoporia, Fungi, Basidiomycota
Achillea, Plantae, Angiosperms
Tineola, Animalia, Arthropoda
Pseudohomaloptera, Animalia, Arthropoda
Ariteus, Animalia, Chordata
Tachycnemis, Animalia, Arthropoda
Thalassina, Animalia, Arthropoda
Pezizomycotina, Fungi, Ascomycota
Trioceros, Animalia, Chordata
Merodon, Animalia, Arthropoda
Zabrus, Animalia, Arthropoda
Bubo, Animalia, Chordata
Glutophrissa, Animalia, Arthropoda
Silvanus, Animalia, Arthropoda
Hemiptera, Animalia, Arthropoda
Alces, Animalia, Chordata
Empetrum, Plantae, Angiosperms
Leptuca, Animalia, Arthropoda
Sciota, Animalia, Chordata
Veltheimia, Plantae, Angiosperms
Eudyptula, Animalia, Chordata
Cymophora, Animalia, Arthropoda
Brachymeria, Animalia, Arthropoda
Uromastyx, Animalia, Chordata
Leopardus, Animalia, Chordata
Helleborus, Plantae, Angiosperms
Heterodera, Animalia, Nematoda
Rhizophagus, Animalia, Arthropoda
Oxyopes, Animalia, Arthropoda
Austrobalanus, Animalia, Arthropoda
Caryedon, Animalia, Arthropoda
Nothoscordum, Plantae, Angiosperms
Lopha, Animalia, Chordata
Perforatus, Animalia, Arthropoda
Maianthemum, Plantae, Angiosperms
Hydrophis, Animalia, Chordata
Pentatoma, Animalia, Arthropoda
Botaurus, Animalia, Chordata
Ostrea, Animalia, Mollusca
Lathraea, Plantae, Angiosperms
Stachys, Plantae, Angiosperms
Goniastrea, Animalia, Cnidaria
Cranchia, Animalia, Mollusca
Synanceia, Animalia, Chordata
Serendipita, Fungi, Basidiomycota
Dugong, Animalia, Chordata
Pseudoderopeltis, Animalia, Chordata
Anchusa, Plantae, Angiosperms
Gymnosarda, Animalia, Chordata
Anomalurus, Animalia, Chordata
Bassaricyon, Animalia, Chordata
Aulonocara, Animalia, Chordata
Rhagoletis, Animalia, Arthropoda
Eucratoscelus, Animalia, Arthropoda
Passer, Animalia, Chordata
Schizothorax, Animalia, Chordata
Procyon, Animalia, Chordata
Placopecten, Animalia, Mollusca
Justicia, Plantae, Angiosperms
Leishmania, Protista, Kinetoplastida
Cyrtotria, Animalia, Arthropoda
Erasmoneura, Animalia, Arthropoda
Colomesus, Animalia, Chordata
Brassicaceae, Plantae, Angiosperms
Przewalskium, Animalia, Chordata
Semanotus, Animalia, Arthropoda
Barbeya, Plantae, Angiosperms
Inachis, Animalia, Arthropoda
Conger, Animalia, Chordata
Ascaris, Animalia, Nematoda
